player,nation,pos,squad,comp,age,born,90s,gls,sh,sot,sot%,sh/90,sot/90,g/sh,g/sot,dist,fk,pk,pkatt,xg,npxg,npxg/sh,g-xg,np:g-xg
Muhammed Saracevic Cham,AUT,MF,Clermont Foot,Ligue 1,21,2000,21.9,7,51,19,37.3,2.33,0.87,0.1,0.26,20.6,7.0,2,2,6.0,4.4,0.09,1.0,0.6
Jeremy Sarmiento,ECU,MF,Brighton,Premier League,20,2002,2.0,0,5,2,40.0,2.56,1.02,0.0,0.0,20.5,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
Amin Sarr,SWE,FW,Lyon,Ligue 1,21,2001,6.0,1,6,5,83.3,1.01,0.84,0.17,0.2,12.7,0.0,0,0,1.2,1.2,0.2,-0.2,-0.2
Bouna Sarr,SEN,FW,Bayern Munich,Bundesliga,30,1992,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Malang Sarr,FRA,DF,Monaco,Ligue 1,23,1999,8.0,0,1,0,0.0,0.13,0.0,0.0,0.0,12.5,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Mamadou Sarr,FRA,MF,Lyon,Ligue 1,16,2005,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Mouhamadou Sarr,SEN,GK,Cremonese,Serie A,25,1997,2.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Martin Satriano,URU,FW,Empoli,Serie A,21,2001,18.9,2,38,10,26.3,2.01,0.53,0.05,0.2,15.3,0.0,0,0,3.9,3.9,0.1,-1.9,-1.9
Téji Savanier,FRA,MF,Montpellier,Ligue 1,30,1991,28.3,12,58,24,41.4,2.05,0.85,0.1,0.25,27.0,19.0,6,6,8.6,3.8,0.07,3.4,2.2
Esteban Saveljich,MNE,FW,Rayo Vallecano,La Liga,31,1991,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Stefan Savić,MNE,DF,Atlético Madrid,La Liga,31,1991,21.6,0,2,1,50.0,0.09,0.05,0.0,0.0,13.0,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2
Joe Scally,USA,DF,M'Gladbach,Bundesliga,19,2002,24.5,0,7,1,14.3,0.29,0.04,0.0,0.0,17.6,0.0,0,0,0.5,0.5,0.07,-0.5,-0.5
Giorgio Scalvini,ITA,DF,Atalanta,Serie A,18,2003,26.0,2,17,4,23.5,0.65,0.15,0.12,0.5,11.2,0.0,0,0,2.0,2.0,0.12,0.0,0.0
Gianluca Scamacca,ITA,FW,West Ham,Premier League,23,1999,10.3,3,30,10,33.3,2.92,0.97,0.1,0.3,18.7,1.0,0,0,2.5,2.5,0.08,0.5,0.5
Gustavo Scarpa,BRA,MF,Nott'ham Forest,Premier League,28,1994,2.0,0,7,1,14.3,3.48,0.5,0.0,0.0,26.9,0.0,0,0,0.3,0.3,0.04,-0.3,-0.3
Kevin Schade,GER,FW,Brentford,Premier League,20,2001,8.1,0,12,4,33.3,1.48,0.49,0.0,0.0,11.9,0.0,0,0,2.1,2.1,0.18,-2.1,-2.1
Kevin Schade,GER,MF,Freiburg,Bundesliga,20,2001,2.0,1,4,1,25.0,1.98,0.49,0.25,1.0,15.0,0.0,0,0,0.2,0.2,0.06,0.8,0.8
András Schäfer,HUN,MF,Union Berlin,Bundesliga,23,1999,9.6,0,7,1,14.3,0.73,0.1,0.0,0.0,23.5,0.0,0,0,0.4,0.4,0.06,-0.4,-0.4
Fabian Schär,SUI,DF,Newcastle Utd,Premier League,30,1991,35.6,1,56,14,25.0,1.57,0.39,0.02,0.07,14.4,3.0,0,0,4.9,4.9,0.09,-3.9,-3.9
Derry Scherhant,GER,FW,Hertha BSC,Bundesliga,19,2002,3.2,1,4,1,25.0,1.26,0.32,0.25,1.0,15.9,0.0,0,0,0.2,0.2,0.05,0.8,0.8
Patrik Schick,CZE,FW,Leverkusen,Bundesliga,26,1996,10.5,3,34,14,41.2,3.25,1.34,0.09,0.21,12.8,1.0,0,0,4.6,4.6,0.14,-1.6,-1.6
Kingsley Schindler,GHA,MF,Köln,Bundesliga,29,1993,12.1,0,11,4,36.4,0.91,0.33,0.0,0.0,12.8,0.0,0,0,2.2,2.2,0.2,-2.2,-2.2
Xaver Schlager,AUT,MF,RB Leipzig,Bundesliga,24,1997,16.7,1,5,1,20.0,0.3,0.06,0.2,1.0,23.6,0.0,0,0,0.3,0.3,0.06,0.7,0.7
Keven Schlotterbeck,GER,DF,Freiburg,Bundesliga,25,1997,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Keven Schlotterbeck,GER,DF,Bochum,Bundesliga,25,1997,8.2,2,8,4,50.0,0.98,0.49,0.25,0.5,12.0,0.0,0,0,1.6,1.6,0.2,0.4,0.4
Nico Schlotterbeck,GER,DF,Dortmund,Bundesliga,22,1999,25.0,4,18,6,33.3,0.72,0.24,0.22,0.67,16.9,0.0,0,0,1.6,1.6,0.09,2.4,2.4
Jeffrey Schlupp,GHA,MF,Crystal Palace,Premier League,29,1992,28.1,3,28,9,32.1,1.0,0.32,0.11,0.33,17.5,0.0,0,0,3.2,3.2,0.12,-0.2,-0.2
Kasper Schmeichel,DEN,GK,Nice,Ligue 1,35,1986,36.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jonathan Schmid,FRA,DF,Freiburg,Bundesliga,32,1990,0.5,0,1,1,100.0,2.2,2.2,0.0,0.0,13.9,0.0,0,0,0.3,0.3,0.3,-0.3,-0.3
Romano Schmid,AUT,MF,Werder Bremen,Bundesliga,22,2000,16.9,1,18,3,16.7,1.07,0.18,0.06,0.33,21.4,0.0,0,0,1.5,1.5,0.08,-0.5,-0.5
Kenneth Schmidt,GER,DF,Freiburg,Bundesliga,20,2002,2.8,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Niklas Schmidt,GER,MF,Werder Bremen,Bundesliga,24,1998,12.1,3,21,9,42.9,1.74,0.75,0.14,0.33,21.3,2.0,0,0,1.6,1.6,0.08,1.4,1.4
Benno Schmitz,GER,DF,Köln,Bundesliga,27,1994,26.9,1,10,2,20.0,0.37,0.07,0.1,0.5,19.5,0.0,0,0,0.4,0.4,0.04,0.6,0.6
Jerdy Schouten,NED,MF,Bologna,Serie A,25,1997,27.9,0,8,2,25.0,0.29,0.07,0.0,0.0,18.0,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
Perr Schuurs,NED,DF,Torino,Serie A,22,1999,25.9,0,14,1,7.1,0.54,0.04,0.0,0.0,14.9,2.0,0,0,0.9,0.9,0.07,-0.9,-0.9
Marvin Schwäbe,GER,GK,Köln,Bundesliga,27,1995,34.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Alexander Schwolow,GER,GK,Schalke 04,Bundesliga,30,1992,22.6,0,1,0,0.0,0.04,0.0,0.0,0.0,5.5,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1
Manuel Sebastián,ESP,MF,Sevilla,La Liga,18,2004,1.7,0,1,1,100.0,0.6,0.6,0.0,0.0,29.2,0.0,0,0,0.0,0.0,0.02,0.0,0.0
Demba Seck,SEN,MF,Torino,Serie A,21,2001,5.8,0,10,3,30.0,1.74,0.52,0.0,0.0,16.0,0.0,0,0,0.6,0.6,0.06,-0.6,-0.6
Haris Seferović,SUI,FW,Celta Vigo,La Liga,30,1992,9.9,3,13,7,53.8,1.32,0.71,0.23,0.43,11.0,0.0,0,0,1.8,1.8,0.14,1.2,1.2
Telasco Segovia,VEN,MF,Sampdoria,Serie A,19,2003,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jacopo Segre,ITA,DF,Torino,Serie A,25,1997,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Paul Seguin,GER,MF,Union Berlin,Bundesliga,27,1995,7.7,1,15,4,26.7,1.95,0.52,0.07,0.25,23.1,0.0,0,0,1.2,1.2,0.08,-0.2,-0.2
Alidu Seidu,GHA,DF,Clermont Foot,Ligue 1,22,2000,27.3,0,6,2,33.3,0.22,0.07,0.0,0.0,32.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Davie Selke,GER,FW,Hertha BSC,Bundesliga,27,1995,3.1,1,5,3,60.0,1.6,0.96,0.0,0.0,17.6,0.0,1,1,1.2,0.4,0.08,-0.2,-0.4
Davie Selke,GER,FW,Köln,Bundesliga,27,1995,9.7,5,28,15,53.6,2.9,1.55,0.18,0.33,11.5,0.0,0,0,3.4,3.4,0.12,1.6,1.6
Matz Sels,BEL,GK,Strasbourg,Ligue 1,30,1992,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Nélson Semedo,POR,DF,Wolves,Premier League,28,1993,29.2,0,9,0,0.0,0.31,0.0,0.0,0.0,20.5,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4
Vivaldo Semedo,POR,FW,Udinese,Serie A,17,2005,0.4,0,1,0,0.0,2.65,0.0,0.0,0.0,11.6,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
Antoine Semenyo,GHA,FW,Bournemouth,Premier League,22,2000,2.9,1,3,1,33.3,1.05,0.35,0.33,1.0,17.2,0.0,0,0,0.3,0.3,0.09,0.7,0.7
Marvin Senaya,TOG,DF,Strasbourg,Ligue 1,21,2001,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Marcos Senesi,ARG,DF,Bournemouth,Premier League,25,1997,27.7,2,8,2,25.0,0.29,0.07,0.25,1.0,9.1,0.0,0,0,1.6,1.6,0.2,0.4,0.4
Stefano Sensi,ITA,MF,Monza,Serie A,26,1995,18.0,3,18,7,38.9,1.0,0.39,0.17,0.43,24.8,4.0,0,0,1.4,1.4,0.08,1.6,1.6
Jaime Seoane,ESP,MF,Getafe,La Liga,25,1997,3.6,0,2,0,0.0,0.55,0.0,0.0,0.0,21.7,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Luigi Sepe,ITA,GK,Salernitana,Serie A,31,1991,17.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Suat Serdar,GER,MF,Hertha BSC,Bundesliga,25,1997,22.5,4,23,7,30.4,1.02,0.31,0.17,0.57,19.3,0.0,0,0,1.9,1.9,0.08,2.1,2.1
Leonardo Sernicola,ITA,DF,Cremonese,Serie A,25,1997,25.7,2,25,5,20.0,0.97,0.19,0.08,0.4,21.3,0.0,0,0,1.3,1.3,0.05,0.7,0.7
Ryan Sessegnon,ENG,DF,Tottenham,Premier League,22,2000,9.0,2,18,6,33.3,1.99,0.66,0.11,0.33,14.6,0.0,0,0,1.6,1.6,0.09,0.4,0.4
Stephan El Shaarawy,ITA,FW,Roma,Serie A,29,1992,16.9,7,42,19,45.2,2.48,1.12,0.17,0.37,19.2,0.0,0,0,5.5,5.5,0.13,1.5,1.5
Eniss Shabani,GER,MF,Mainz 05,Bundesliga,19,2003,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Luke Shaw,ENG,DF,Manchester Utd,Premier League,27,1995,28.4,1,14,4,28.6,0.49,0.14,0.07,0.25,18.7,1.0,0,0,1.1,1.1,0.08,-0.1,-0.1
Jonjo Shelvey,ENG,MF,Newcastle Utd,Premier League,30,1992,0.4,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Jonjo Shelvey,ENG,MF,Nott'ham Forest,Premier League,30,1992,6.0,0,6,0,0.0,1.0,0.0,0.0,0.0,24.4,0.0,0,0,0.2,0.2,0.03,-0.2,-0.2
Eldor Shomurodov,UZB,FW,Spezia,Serie A,27,1995,9.0,1,18,4,22.2,2.0,0.44,0.06,0.25,15.7,0.0,0,0,2.8,2.8,0.16,-1.8,-1.8
Eldor Shomurodov,UZB,FW,Roma,Serie A,27,1995,1.3,0,6,3,50.0,4.54,2.27,0.0,0.0,19.8,0.0,0,0,0.6,0.6,0.1,-0.6,-0.6
Kaj Sierhuis,NED,FW,Reims,Ligue 1,24,1998,2.4,0,5,1,20.0,2.06,0.41,0.0,0.0,14.3,0.0,0,0,0.4,0.4,0.08,-0.4,-0.4
Vincent Sierro,SUI,MF,Toulouse,Ligue 1,26,1995,7.4,0,8,3,37.5,1.08,0.41,0.0,0.0,22.3,1.0,0,0,0.5,0.5,0.06,-0.5,-0.5
Kiliann Sildillia,FRA,DF,Freiburg,Bundesliga,20,2002,22.0,0,10,0,0.0,0.46,0.0,0.0,0.0,19.3,0.0,0,0,0.8,0.8,0.08,-0.8,-0.8
André Silva,POR,FW,RB Leipzig,Bundesliga,26,1995,19.3,4,60,22,36.7,3.11,1.14,0.07,0.18,13.5,0.0,0,0,9.2,9.2,0.15,-5.2,-5.2
Bernardo Silva,POR,MF,Manchester City,Premier League,27,1994,24.5,4,25,9,36.0,1.02,0.37,0.16,0.44,18.1,0.0,0,0,2.2,2.2,0.09,1.8,1.8
Caio Henrique Oliveira Silva,BRA,DF,Monaco,Ligue 1,25,1997,32.2,1,10,6,60.0,0.31,0.19,0.1,0.17,21.1,2.0,0,0,0.7,0.7,0.07,0.3,0.3
David Silva,ESP,MF,Real Sociedad,La Liga,36,1986,21.5,2,30,13,43.3,1.39,0.6,0.07,0.15,15.4,1.0,0,0,3.9,3.9,0.13,-1.9,-1.9
Rui Silva,POR,GK,Betis,La Liga,28,1994,26.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Thiago Silva,BRA,DF,Chelsea,Premier League,37,1984,26.1,0,15,2,13.3,0.57,0.08,0.0,0.0,13.0,0.0,0,0,1.5,1.5,0.1,-1.5,-1.5
Marco Silvestri,ITA,GK,Udinese,Serie A,31,1991,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Abdallah Sima,SEN,FW,Angers,Ligue 1,21,2001,20.4,5,39,10,25.6,1.91,0.49,0.13,0.5,12.7,0.0,0,0,4.8,4.8,0.12,0.2,0.2
Mohamed Simakan,FRA,DF,RB Leipzig,Bundesliga,22,2000,16.2,1,12,3,25.0,0.74,0.19,0.08,0.33,12.3,0.0,0,0,1.7,1.7,0.14,-0.7,-0.7
Giovanni Simeone,ARG,FW,Napoli,Serie A,27,1995,4.5,4,14,8,57.1,3.11,1.78,0.29,0.5,17.5,0.0,0,0,1.4,1.4,0.1,2.6,2.6
Ellis Simms,ENG,FW,Everton,Premier League,21,2001,2.5,1,8,1,12.5,3.16,0.39,0.13,1.0,16.1,0.0,0,0,0.9,0.9,0.11,0.1,0.1
Moses Simon,NGA,FW,Nantes,Ligue 1,27,1995,26.1,5,32,9,28.1,1.23,0.35,0.13,0.44,18.3,1.0,1,1,4.6,3.6,0.11,0.4,0.4
Unai Simón,ESP,GK,Athletic Club,La Liga,25,1997,30.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Lassine Sinayoko,MLI,FW,Auxerre,Ligue 1,22,1999,17.4,1,42,13,31.0,2.41,0.75,0.02,0.08,17.3,0.0,0,0,3.2,3.2,0.08,-2.2,-2.2
Wilfried Singo,CIV,DF,Torino,Serie A,21,2000,22.7,2,34,10,29.4,1.49,0.44,0.06,0.2,14.0,0.0,0,0,2.7,2.7,0.08,-0.7,-0.7
Luis Sinisterra,COL,FW,Leeds United,Premier League,23,1999,9.6,5,28,11,39.3,2.91,1.14,0.18,0.45,16.2,0.0,0,0,3.7,3.7,0.13,1.3,1.3
Daley Sinkgraven,NED,DF,Leverkusen,Bundesliga,27,1995,3.8,0,4,1,25.0,1.05,0.26,0.0,0.0,18.9,0.0,0,0,0.2,0.2,0.04,-0.2,-0.2
Tobias Sippel,GER,GK,M'Gladbach,Bundesliga,34,1988,5.7,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Hugo Siquet,BEL,DF,Freiburg,Bundesliga,20,2002,0.2,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Salvatore Sirigu,ITA,GK,Fiorentina,Serie A,35,1987,1.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Ibrahima Sissoko,FRA,MF,Strasbourg,Ligue 1,24,1997,14.6,0,13,3,23.1,0.89,0.21,0.0,0.0,18.0,0.0,0,0,0.7,0.7,0.05,-0.7,-0.7
Moussa Sissoko,FRA,MF,Nantes,Ligue 1,32,1989,21.3,2,17,4,23.5,0.8,0.19,0.12,0.5,16.3,0.0,0,0,2.4,2.4,0.14,-0.4,-0.4
Tim Skarke,GER,MF,Union Berlin,Bundesliga,25,1996,0.6,0,4,2,50.0,6.79,3.4,0.0,0.0,22.6,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
Tim Skarke,GER,MF,Schalke 04,Bundesliga,25,1996,4.9,1,11,4,36.4,2.25,0.82,0.09,0.25,23.7,1.0,0,0,0.5,0.5,0.05,0.5,0.5
Ellyes Skhiri,TUN,MF,Köln,Bundesliga,27,1995,31.7,7,32,11,34.4,1.01,0.35,0.22,0.64,15.3,0.0,0,0,5.3,5.3,0.17,1.7,1.7
Oliver Skipp,ENG,MF,Tottenham,Premier League,21,2000,16.6,1,7,3,42.9,0.42,0.18,0.14,0.33,23.2,0.0,0,0,0.3,0.3,0.04,0.7,0.7
Leo Skiri Østigård,NOR,DF,Napoli,Serie A,22,1999,4.7,0,3,0,0.0,0.64,0.0,0.0,0.0,20.5,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Łukasz Skorupski,POL,GK,Bologna,Serie A,31,1991,37.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Robert Skov,DEN,DF,Hoffenheim,Bundesliga,26,1996,15.0,3,39,12,30.8,2.6,0.8,0.03,0.08,22.5,8.0,2,2,3.4,1.8,0.05,-0.4,-0.8
Milan Škriniar,SVK,DF,Inter,Serie A,27,1995,19.7,0,9,2,22.2,0.46,0.1,0.0,0.0,13.0,0.0,0,0,0.8,0.8,0.09,-0.8,-0.8
Naatan Skyttä,FIN,MF,Toulouse,Ligue 1,20,2002,0.3,0,1,0,0.0,3.91,0.0,0.0,0.0,15.5,0.0,0,0,0.1,0.1,0.1,-0.1,-0.1
Islam Slimani,ALG,FW,Brest,Ligue 1,34,1988,11.0,1,14,2,14.3,1.28,0.18,0.07,0.5,14.1,0.0,0,1,2.5,1.7,0.12,-1.5,-0.7
Chris Smalling,ENG,DF,Roma,Serie A,32,1989,31.2,3,17,4,23.5,0.54,0.13,0.18,0.75,8.5,0.0,0,0,1.7,1.7,0.1,1.3,1.3
Adam Smith,ENG,DF,Bournemouth,Premier League,31,1991,32.7,0,5,1,20.0,0.15,0.03,0.0,0.0,16.2,0.0,0,0,0.5,0.5,0.1,-0.5,-0.5
Emile Smith Rowe,ENG,MF,Arsenal,Premier League,22,2000,1.9,0,4,1,25.0,2.09,0.52,0.0,0.0,15.8,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3
Hrvoje Smolčić,CRO,DF,Eint Frankfurt,Bundesliga,21,2000,5.2,0,3,0,0.0,0.57,0.0,0.0,0.0,12.7,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2
Cédric Soares,POR,DF,Arsenal,Premier League,30,1991,0.3,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Cédric Soares,POR,DF,Fulham,Premier League,30,1991,2.2,0,2,0,0.0,0.91,0.0,0.0,0.0,25.4,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1
Danilo Soares,BRA,DF,Bochum,Bundesliga,30,1991,19.6,0,2,0,0.0,0.1,0.0,0.0,0.0,29.1,0.0,0,0,0.0,0.0,0.01,0.0,0.0
Eduard Sobol,UKR,DF,Strasbourg,Ligue 1,27,1995,9.7,0,5,0,0.0,0.52,0.0,0.0,0.0,26.6,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Rubén Sobrino,ESP,FW,Cádiz,La Liga,30,1992,27.4,3,33,12,36.4,1.2,0.44,0.09,0.25,13.6,0.0,0,0,4.9,4.9,0.15,-1.9,-1.9
Alex Sola,ESP,DF,Real Sociedad,La Liga,23,1999,3.9,0,4,1,25.0,1.03,0.26,0.0,0.0,26.4,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Dominic Solanke,ENG,FW,Bournemouth,Premier League,24,1997,31.8,6,76,28,36.8,2.39,0.88,0.08,0.21,12.8,0.0,0,0,9.1,9.1,0.12,-3.1,-3.1
Augusto Solari,ARG,MF,Celta Vigo,La Liga,30,1992,2.9,0,2,0,0.0,0.69,0.0,0.0,0.0,14.4,0.0,0,0,0.3,0.3,0.14,-0.3,-0.3
Ola Solbakken,NOR,FW,Roma,Serie A,23,1998,5.6,1,9,1,11.1,1.61,0.18,0.11,1.0,17.1,1.0,0,0,0.6,0.6,0.07,0.4,0.4
Nikola Soldo,CRO,DF,Köln,Bundesliga,21,2001,6.6,0,6,0,0.0,0.91,0.0,0.0,0.0,15.2,0.0,0,0,0.6,0.6,0.11,-0.6,-0.6
Carlos Soler,ESP,MF,Valencia,La Liga,25,1997,2.7,1,4,1,25.0,1.49,0.37,0.0,0.0,30.0,3.0,1,1,0.9,0.2,0.04,0.1,-0.2
Carlos Soler,ESP,MF,Paris S-G,Ligue 1,25,1997,13.2,3,10,6,60.0,0.76,0.45,0.3,0.5,15.2,0.0,0,0,1.6,1.6,0.16,1.4,1.4
François-Joseph Sollacaro,FRA,GK,Ajaccio,Ligue 1,28,1994,6.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Manor Solomon,ISR,FW,Fulham,Premier League,23,1999,6.4,4,11,7,63.6,1.73,1.1,0.36,0.57,19.9,0.0,0,0,1.2,1.2,0.11,2.8,2.8
Yann Sommer,SUI,GK,Bayern Munich,Bundesliga,33,1988,19.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Yann Sommer,SUI,GK,M'Gladbach,Bundesliga,33,1988,10.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Brandon Soppy,FRA,DF,Udinese,Serie A,20,2002,1.0,0,2,1,50.0,2.0,1.0,0.0,0.0,18.5,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1
Brandon Soppy,FRA,DF,Atalanta,Serie A,20,2002,7.1,0,7,2,28.6,0.98,0.28,0.0,0.0,18.9,0.0,0,0,0.3,0.3,0.05,-0.3,-0.3
David Soria,ESP,GK,Getafe,La Liga,29,1993,38.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
Roberto Soriano,ITA,MF,Bologna,Serie A,31,1991,14.7,1,13,2,15.4,0.88,0.14,0.08,0.5,20.3,0.0,0,0,0.6,0.6,0.05,0.4,0.4
Borna Sosa,CRO,DF,Stuttgart,Bundesliga,24,1998,21.7,2,15,6,40.0,0.69,0.28,0.13,0.33,20.7,6.0,0,0,1.0,1.0,0.07,1.0,1.0
Joaquin Sosa,URU,DF,Bologna,Serie A,20,2002,7.6,0,3,1,33.3,0.39,0.13,0.0,0.0,34.8,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1
Hugo Sotelo,ESP,MF,Celta Vigo,La Liga,18,2003,0.2,0,1,0,0.0,5.29,0.0,0.0,0.0,20.8,0.0,0,0,0.0,0.0,0.04,0.0,0.0
Florian Sotoca,FRA,FW,Lens,Ligue 1,31,1990,33.9,7,86,29,33.7,2.53,0.85,0.07,0.21,15.6,0.0,1,3,10.5,8.1,0.09,-3.5,-2.1
Riccardo Sottil,ITA,FW,Fiorentina,Serie A,23,1999,9.3,0,21,8,38.1,2.27,0.86,0.0,0.0,19.9,1.0,0,0,1.0,1.0,0.05,-1.0,-1.0
Tomáš Souček,CZE,MF,West Ham,Premier League,27,1995,31.3,2,34,13,38.2,1.09,0.42,0.06,0.15,10.8,0.0,0,0,4.0,4.0,0.12,-2.0,-2.0
Matìas Soulé,ARG,GK,Juventus,Serie A,19,2003,4.7,1,10,5,50.0,2.15,1.07,0.1,0.2,16.7,0.0,0,0,1.5,1.5,0.15,-0.5,-0.5
Moussa Soumano,FRA,FW,Ajaccio,Ligue 1,17,2005,5.5,1,6,2,33.3,1.09,0.36,0.17,0.5,17.5,0.0,0,0,0.5,0.5,0.09,0.5,0.5
Adama Soumaoro,FRA,DF,Bologna,Serie A,30,1992,20.7,0,2,1,50.0,0.1,0.05,0.0,0.0,8.8,0.0,0,0,0.3,0.3,0.16,-0.3,-0.3
Boubakary Soumaré,FRA,MF,Leicester City,Premier League,23,1999,18.1,0,1,0,0.0,0.06,0.0,0.0,0.0,28.0,0.0,0,0,0.0,0.0,0.03,0.0,0.0
Arnaud Souquet,FRA,FW,Montpellier,Ligue 1,30,1992,4.0,0,1,0,0.0,0.25,0.0,0.0,0.0,20.7,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Dyego Sousa,POR,FW,Almería,La Liga,32,1989,5.9,0,13,4,30.8,2.22,0.68,0.0,0.0,14.2,0.0,0,0,1.2,1.2,0.09,-1.2,-1.2
Harry Souttar,AUS,DF,Leicester City,Premier League,23,1998,11.0,0,8,1,12.5,0.73,0.09,0.0,0.0,9.6,0.0,0,0,1.4,1.4,0.18,-1.4,-1.4
Vinicius Souza,BRA,MF,Espanyol,La Liga,23,1999,27.0,1,10,4,40.0,0.37,0.15,0.1,0.25,21.9,0.0,0,0,0.8,0.8,0.08,0.2,0.2
Djibril Sow,SUI,MF,Eint Frankfurt,Bundesliga,25,1997,29.4,4,28,10,35.7,0.95,0.34,0.14,0.4,24.8,0.0,0,0,1.7,1.7,0.06,2.3,2.3
Çağlar Söyüncü,TUR,DF,Leicester City,Premier League,26,1996,5.9,1,5,2,40.0,0.85,0.34,0.2,0.5,9.5,0.0,0,0,0.4,0.4,0.08,0.6,0.6
Kevin Spadanuda,SUI,DF,Ajaccio,Ligue 1,25,1997,11.8,0,7,1,14.3,0.59,0.08,0.0,0.0,14.2,0.0,0,0,0.7,0.7,0.1,-0.7,-0.7
Djed Spence,ENG,DF,Tottenham,Premier League,21,2000,0.1,0,1,0,0.0,12.86,0.0,0.0,0.0,8.9,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1
Djed Spence,ENG,DF,Rennes,Ligue 1,21,2000,6.4,0,3,1,33.3,0.47,0.16,0.0,0.0,14.0,0.0,0,0,0.4,0.4,0.12,-0.4,-0.4
Stijn Spierings,NED,MF,Toulouse,Ligue 1,26,1996,34.7,2,24,5,20.8,0.69,0.14,0.08,0.4,20.2,0.0,0,0,1.8,1.8,0.07,0.2,0.2
