player,nation,pos,squad,comp,age,born,90s,sca,sca90,sca_passlive,sca_passdead,sca_to,sca_sh,sca_fld,sca_def,gca,gca90,gca_passlive,gca_passdead,gca_to,gca_sh,gca_fld,gca_def
Marc-Oliver Kempf,GER,DF,Hertha BSC,Bundesliga,27,1995,30.1,27.0,0.9,22.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenedy,BRA,MF,Valladolid,La Liga,26,1996,3.1,6.0,1.96,5.0,0.0,0.0,0.0,1.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0
Jonjoe Kenny,ENG,DF,Hertha BSC,Bundesliga,25,1997,24.9,44.0,1.76,34.0,5.0,0.0,2.0,1.0,2.0,3.0,0.12,2.0,0.0,0.0,0.0,1.0,0.0
Franck Kessié,CIV,MF,Barcelona,La Liga,25,1996,11.0,21.0,1.91,15.0,0.0,2.0,4.0,0.0,0.0,2.0,0.18,1.0,0.0,0.0,1.0,0.0,0.0
Saîf-Eddine Khaoui,TUN,MF,Clermont Foot,Ligue 1,27,1995,22.5,74.0,3.28,46.0,12.0,4.0,5.0,7.0,0.0,6.0,0.27,2.0,0.0,1.0,2.0,1.0,0.0
Wahbi Khazri,TUN,FW,Montpellier,Ligue 1,31,1991,18.2,42.0,2.31,21.0,8.0,3.0,5.0,4.0,1.0,7.0,0.39,3.0,0.0,0.0,3.0,1.0,0.0
Rani Khedira,GER,MF,Union Berlin,Bundesliga,28,1994,32.0,34.0,1.06,27.0,0.0,1.0,0.0,1.0,5.0,3.0,0.09,2.0,0.0,0.0,0.0,0.0,1.0
Anthony Khelifa,FRA,DF,Ajaccio,Ligue 1,16,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kike,ESP,FW,Osasuna,La Liga,32,1989,11.3,33.0,2.91,20.0,0.0,4.0,2.0,7.0,0.0,2.0,0.18,0.0,0.0,0.0,1.0,1.0,0.0
Luca Kilian,GER,DF,Köln,Bundesliga,22,1999,12.5,10.0,0.8,10.0,0.0,0.0,0.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Max Kilman,ENG,DF,Wolves,Premier League,25,1997,36.7,23.0,0.63,20.0,0.0,0.0,2.0,1.0,0.0,2.0,0.05,1.0,0.0,0.0,1.0,0.0,0.0
Joshua Kimmich,GER,MF,Bayern Munich,Bundesliga,27,1995,31.2,142.0,4.55,82.0,55.0,1.0,2.0,1.0,1.0,15.0,0.48,12.0,2.0,0.0,1.0,0.0,0.0
Presnel Kimpembe,FRA,DF,Paris S-G,Ligue 1,26,1995,8.1,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,POL,DF,Arsenal,Premier League,22,2000,4.7,1.0,0.21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jakub Kiwior,POL,DF,Spezia,Serie A,22,2000,16.0,15.0,0.94,9.0,3.0,0.0,1.0,0.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Simon Kjær,DEN,DF,Milan,Serie A,33,1989,11.2,5.0,0.45,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pascal Klemens,GER,DF,Hertha BSC,Bundesliga,17,2005,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateusz Klich,POL,DF,Leeds United,Premier League,32,1990,3.1,7.0,2.26,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lukas Klostermann,GER,DF,RB Leipzig,Bundesliga,26,1996,10.1,4.0,0.4,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Justin Kluivert,NED,FW,Valencia,La Liga,23,1999,16.1,61.0,3.79,39.0,8.0,5.0,5.0,2.0,2.0,4.0,0.25,1.0,0.0,0.0,2.0,1.0,0.0
Ansgar Knauff,GER,DF,Eint Frankfurt,Bundesliga,20,2002,14.3,24.0,1.68,18.0,0.0,1.0,0.0,5.0,0.0,4.0,0.28,2.0,0.0,0.0,0.0,2.0,0.0
Robin Knoche,GER,DF,Union Berlin,Bundesliga,30,1992,31.9,23.0,0.72,18.0,2.0,0.0,3.0,0.0,0.0,4.0,0.13,3.0,0.0,0.0,1.0,0.0,0.0
Gregor Kobel,SUI,GK,Dortmund,Bundesliga,24,1997,27.0,4.0,0.15,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Robin Koch,GER,DF,Leeds United,Premier League,26,1996,35.3,15.0,0.43,11.0,2.0,0.0,2.0,0.0,0.0,2.0,0.06,2.0,0.0,0.0,0.0,0.0,0.0
Samuel Koeberlé,FRA,MF,Reims,Ligue 1,17,2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rudy Kohon,FRA,DF,Troyes,Ligue 1,18,2004,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dominik Kohr,GER,MF,Mainz 05,Bundesliga,28,1994,25.5,54.0,2.12,42.0,0.0,2.0,6.0,4.0,0.0,4.0,0.16,2.0,0.0,0.0,1.0,1.0,0.0
Koke,ESP,MF,Atlético Madrid,La Liga,30,1992,28.3,70.0,2.48,67.0,0.0,0.0,2.0,1.0,0.0,6.0,0.21,6.0,0.0,0.0,0.0,0.0,0.0
Sead Kolašinac,BIH,DF,Marseille,Ligue 1,29,1993,24.6,27.0,1.1,24.0,0.0,1.0,2.0,0.0,0.0,5.0,0.2,2.0,0.0,1.0,2.0,0.0,0.0
Luca Koleosho,ITA,FW,Espanyol,La Liga,17,2004,0.7,1.0,1.55,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.55,0.0,0.0,1.0,0.0,0.0,0.0
Randal Kolo Muani,FRA,FW,Eint Frankfurt,Bundesliga,23,1998,29.2,105.0,3.59,60.0,0.0,20.0,12.0,13.0,0.0,22.0,0.75,13.0,0.0,4.0,2.0,3.0,0.0
Timothée Kolodziejczak,FRA,DF,Schalke 04,Bundesliga,30,1991,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheick Konaté,CIV,DF,Clermont Foot,Ligue 1,18,2004,6.4,7.0,1.1,3.0,1.0,2.0,0.0,1.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Konaté,FRA,DF,Liverpool,Premier League,23,1999,17.2,17.0,0.99,12.0,0.0,1.0,2.0,1.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Geoffrey Kondogbia,CTA,MF,Atlético Madrid,La Liga,29,1993,11.2,12.0,1.07,10.0,0.0,0.0,1.0,1.0,0.0,2.0,0.18,2.0,0.0,0.0,0.0,0.0,0.0
Ibrahima Koné,MLI,FW,Lorient,Ligue 1,23,1999,17.5,37.0,2.11,30.0,0.0,2.0,3.0,0.0,2.0,2.0,0.11,2.0,0.0,0.0,0.0,0.0,0.0
Kouadio Koné,FRA,MF,M'Gladbach,Bundesliga,21,2001,29.0,61.0,2.1,44.0,0.0,5.0,3.0,6.0,3.0,5.0,0.17,5.0,0.0,0.0,0.0,0.0,0.0
Youssouf Koné,MLI,DF,Ajaccio,Ligue 1,27,1995,10.2,6.0,0.59,4.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ezri Konsa,ENG,DF,Aston Villa,Premier League,24,1997,36.9,15.0,0.41,13.0,0.0,0.0,1.0,1.0,0.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Teun Koopmeiners,NED,MF,Atalanta,Serie A,24,1998,31.8,132.0,4.16,85.0,31.0,3.0,11.0,2.0,0.0,17.0,0.54,10.0,3.0,1.0,3.0,0.0,0.0
Odilon Kossonou,CIV,DF,Leverkusen,Bundesliga,21,2001,16.9,16.0,0.95,14.0,1.0,0.0,0.0,0.0,1.0,3.0,0.18,3.0,0.0,0.0,0.0,0.0,0.0
Filip Kostić,SRB,DF,Juventus,Serie A,29,1992,28.5,93.0,3.26,67.0,17.0,3.0,6.0,0.0,0.0,12.0,0.42,8.0,2.0,0.0,2.0,0.0,0.0
Filip Kostić,SRB,DF,Eint Frankfurt,Bundesliga,29,1992,0.8,1.0,1.23,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Christian Kouamé,CIV,FW,Fiorentina,Serie A,24,1997,20.7,83.0,4.01,67.0,0.0,4.0,5.0,7.0,0.0,8.0,0.39,6.0,0.0,1.0,1.0,0.0,0.0
Rominigue Kouamé,MLI,MF,Troyes,Ligue 1,25,1996,29.6,66.0,2.23,58.0,0.0,5.0,2.0,1.0,0.0,7.0,0.24,6.0,0.0,1.0,0.0,0.0,0.0
Tomáš Koubek,CZE,GK,Augsburg,Bundesliga,29,1992,11.0,4.0,0.36,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0
Kalidou Koulibaly,SEN,DF,Chelsea,Premier League,31,1991,20.0,21.0,1.05,17.0,0.0,0.0,2.0,0.0,2.0,3.0,0.15,3.0,0.0,0.0,0.0,0.0,0.0
Jules Koundé,FRA,DF,Barcelona,La Liga,23,1998,27.0,41.0,1.52,39.0,1.0,0.0,1.0,0.0,0.0,7.0,0.26,7.0,0.0,0.0,0.0,0.0,0.0
Boubakar Kouyaté,MLI,DF,Montpellier,Ligue 1,25,1997,14.0,11.0,0.79,10.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cheikhou Kouyaté,SEN,MF,Nott'ham Forest,Premier League,32,1989,9.8,10.0,1.02,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mateo Kovačić,CRO,MF,Chelsea,Premier League,28,1994,19.0,62.0,3.27,53.0,1.0,2.0,4.0,0.0,2.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Viktor Kovalenko,UKR,MF,Spezia,Serie A,26,1996,6.1,12.0,1.97,10.0,1.0,0.0,0.0,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0
Soichiro Kozuki,JPN,FW,Schalke 04,Bundesliga,21,2000,4.2,10.0,2.37,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Emil Krafth,SWE,DF,Newcastle Utd,Premier League,27,1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alex Král,CZE,MF,Schalke 04,Bundesliga,24,1998,26.2,53.0,2.02,45.0,0.0,2.0,2.0,3.0,1.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Andrej Kramarić,CRO,FW,Hoffenheim,Bundesliga,31,1991,26.5,89.0,3.35,71.0,3.0,3.0,7.0,5.0,0.0,12.0,0.45,9.0,0.0,0.0,2.0,1.0,0.0
Christoph Kramer,GER,MF,M'Gladbach,Bundesliga,31,1991,24.7,39.0,1.58,34.0,0.0,2.0,1.0,2.0,0.0,2.0,0.08,2.0,0.0,0.0,0.0,0.0,0.0
Tom Krauß,GER,MF,Schalke 04,Bundesliga,21,2001,27.9,44.0,1.58,37.0,0.0,3.0,1.0,2.0,1.0,4.0,0.14,3.0,0.0,0.0,0.0,1.0,0.0
Julian Kristoffersen,NOR,FW,Salernitana,Serie A,25,1997,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raimonds Krollis,LVA,FW,Spezia,Serie A,20,2001,0.4,1.0,2.57,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Kroos,GER,MF,Real Madrid,La Liga,32,1990,23.9,103.0,4.3,64.0,33.0,0.0,3.0,2.0,1.0,6.0,0.25,5.0,1.0,0.0,0.0,0.0,0.0
Rade Krunić,BIH,MF,Milan,Serie A,28,1993,18.4,41.0,2.23,35.0,1.0,0.0,2.0,2.0,1.0,6.0,0.33,6.0,0.0,0.0,0.0,0.0,0.0
Max Kruse,GER,DF,Wolfsburg,Bundesliga,34,1988,3.0,10.0,3.31,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.33,1.0,0.0,0.0,0.0,0.0,0.0
Lukas Kübler,GER,DF,Freiburg,Bundesliga,29,1992,18.2,18.0,0.99,13.0,4.0,0.0,0.0,1.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Takefusa Kubo,JPN,GK,Real Sociedad,La Liga,21,2001,27.1,96.0,3.55,63.0,10.0,7.0,5.0,10.0,1.0,11.0,0.41,6.0,0.0,2.0,0.0,2.0,1.0
Dejan Kulusevski,SWE,MF,Tottenham,Premier League,22,2000,23.0,97.0,4.22,71.0,5.0,15.0,5.0,0.0,1.0,11.0,0.48,9.0,1.0,1.0,0.0,0.0,0.0
Sael Kumbedi,FRA,DF,Lyon,Ligue 1,17,2005,14.7,24.0,1.64,20.0,1.0,1.0,1.0,0.0,1.0,5.0,0.34,4.0,1.0,0.0,0.0,0.0,0.0
Marash Kumbulla,ALB,DF,Roma,Serie A,22,2000,2.9,2.0,0.69,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pierre Kunde,CMR,MF,Bochum,Bundesliga,27,1995,4.2,7.0,1.67,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alou Kuol,AUS,FW,Stuttgart,Bundesliga,21,2000,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Layvin Kurzawa,FRA,DF,Fulham,Premier League,29,1992,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khvicha Kvaratskhelia,GEO,FW,Napoli,Serie A,21,2001,28.0,136.0,4.86,90.0,3.0,20.0,13.0,8.0,2.0,24.0,0.86,10.0,1.0,3.0,6.0,4.0,0.0
Grejohn Kyei,FRA,FW,Clermont Foot,Ligue 1,26,1995,24.8,53.0,2.14,32.0,0.0,8.0,7.0,4.0,2.0,10.0,0.4,5.0,0.0,2.0,1.0,1.0,1.0
Daniel Kyereh,GHA,MF,Freiburg,Bundesliga,26,1996,6.2,10.0,1.6,9.0,0.0,0.0,0.0,1.0,0.0,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0
Giorgos Kyriakopoulos,GRE,DF,Bologna,Serie A,26,1996,7.8,20.0,2.56,13.0,4.0,1.0,1.0,1.0,0.0,3.0,0.38,2.0,1.0,0.0,0.0,0.0,0.0
Giorgos Kyriakopoulos,GRE,DF,Sassuolo,Serie A,26,1996,8.5,26.0,3.05,21.0,0.0,2.0,1.0,1.0,1.0,3.0,0.35,2.0,0.0,0.0,1.0,0.0,0.0
César de la Hoz,ESP,MF,Almería,La Liga,30,1992,18.6,18.0,0.97,15.0,0.0,2.0,1.0,0.0,0.0,2.0,0.11,1.0,0.0,1.0,0.0,0.0,0.0
Luca de la Torre,USA,MF,Celta Vigo,La Liga,24,1998,16.5,35.0,2.12,31.0,0.0,1.0,1.0,2.0,0.0,5.0,0.3,4.0,0.0,0.0,1.0,0.0,0.0
Rémy Labeau Lascary,GLP,FW,Lens,Ligue 1,19,2003,1.4,1.0,0.74,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gaëtan Laborde,FRA,FW,Nice,Ligue 1,28,1994,27.8,76.0,2.73,56.0,8.0,6.0,6.0,0.0,0.0,12.0,0.43,6.0,0.0,4.0,2.0,0.0,0.0
Gaëtan Laborde,FRA,FW,Rennes,Ligue 1,28,1994,2.8,10.0,3.61,6.0,0.0,1.0,3.0,0.0,0.0,1.0,0.36,0.0,0.0,0.0,1.0,0.0,0.0
Alexandre Lacazette,FRA,FW,Lyon,Ligue 1,31,1991,32.5,113.0,3.47,78.0,2.0,10.0,8.0,13.0,2.0,11.0,0.34,8.0,0.0,0.0,0.0,3.0,0.0
Qazim Laçi,ALB,MF,Ajaccio,Ligue 1,26,1996,2.4,10.0,4.25,4.0,4.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maxence Lacroix,FRA,DF,Wolfsburg,Bundesliga,22,2000,18.1,13.0,0.72,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alban Lafont,FRA,GK,Nantes,Ligue 1,23,1999,37.0,7.0,0.19,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aïssa Laïdouni,TUN,MF,Union Berlin,Bundesliga,25,1996,9.7,20.0,2.07,9.0,0.0,1.0,2.0,8.0,0.0,3.0,0.31,0.0,0.0,0.0,0.0,3.0,0.0
Konrad Laimer,AUT,MF,RB Leipzig,Bundesliga,25,1997,16.3,41.0,2.52,34.0,0.0,2.0,1.0,1.0,3.0,5.0,0.31,4.0,0.0,0.0,0.0,0.0,1.0
Stefan Lainer,AUT,DF,M'Gladbach,Bundesliga,29,1992,9.1,13.0,1.43,11.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenny Lala,FRA,DF,Brest,Ligue 1,30,1991,15.7,40.0,2.54,20.0,16.0,1.0,1.0,2.0,0.0,3.0,0.19,3.0,0.0,0.0,0.0,0.0,0.0
Adam Lallana,ENG,MF,Brighton,Premier League,34,1988,8.0,22.0,2.75,22.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Vassilis Lambropoulos,GRE,DF,Bochum,Bundesliga,32,1990,7.0,5.0,0.72,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Érik Lamela,ARG,MF,Sevilla,La Liga,30,1992,20.5,74.0,3.61,50.0,6.0,5.0,8.0,5.0,0.0,6.0,0.29,2.0,0.0,2.0,1.0,1.0,0.0
Mohamed Lamine Bayo,GUI,FW,Lille,Ligue 1,24,1998,7.2,26.0,3.59,13.0,0.0,5.0,5.0,2.0,1.0,3.0,0.41,1.0,0.0,1.0,1.0,0.0,0.0
Sam Lammers,NED,FW,Sampdoria,Serie A,25,1997,12.2,28.0,2.3,23.0,0.0,2.0,2.0,0.0,1.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Sam Lammers,NED,FW,Empoli,Serie A,25,1997,9.8,25.0,2.55,18.0,1.0,3.0,1.0,2.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Tariq Lamptey,GHA,DF,Brighton,Premier League,21,2000,5.0,14.0,2.78,12.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Manuel Lanzini,ARG,MF,West Ham,Premier League,29,1993,2.8,4.0,1.43,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aymeric Laporte,ESP,DF,Manchester City,Premier League,28,1994,11.0,17.0,1.54,16.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julien Laporte,FRA,DF,Lorient,Ligue 1,28,1993,18.4,9.0,0.49,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cyle Larin,CAN,FW,Valladolid,La Liga,27,1995,16.3,33.0,2.02,21.0,0.0,5.0,5.0,2.0,0.0,7.0,0.43,5.0,0.0,1.0,1.0,0.0,0.0
Juan Larios,ESP,DF,Southampton,Premier League,18,2004,1.7,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.59,1.0,0.0,0.0,0.0,0.0,0.0
Yasser Larouci,ALG,DF,Troyes,Ligue 1,21,2001,20.0,35.0,1.75,23.0,1.0,3.0,2.0,5.0,1.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Jordan Larsson,SWE,FW,Schalke 04,Bundesliga,25,1997,5.1,11.0,2.13,9.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Lasagna,ITA,FW,Hellas Verona,Serie A,29,1992,17.5,39.0,2.23,25.0,0.0,5.0,4.0,3.0,2.0,3.0,0.17,1.0,0.0,1.0,1.0,0.0,0.0
Jamaal Lascelles,ENG,DF,Newcastle Utd,Premier League,28,1993,2.4,1.0,0.41,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Latasa,ESP,FW,Getafe,La Liga,21,2001,5.0,12.0,2.41,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Toni Lato,ESP,DF,Valencia,La Liga,24,1997,10.2,28.0,2.76,20.0,5.0,1.0,0.0,1.0,1.0,3.0,0.3,1.0,0.0,1.0,0.0,1.0,0.0
Danny Latza,GER,MF,Schalke 04,Bundesliga,32,1989,9.5,15.0,1.58,6.0,4.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armand Lauriente,FRA,FW,Sassuolo,Serie A,23,1998,24.2,113.0,4.68,78.0,10.0,15.0,3.0,4.0,3.0,12.0,0.5,7.0,0.0,2.0,1.0,2.0,0.0
Armand Lauriente,FRA,FW,Lorient,Ligue 1,23,1998,3.0,19.0,6.43,13.0,0.0,2.0,2.0,2.0,0.0,2.0,0.68,1.0,0.0,0.0,0.0,1.0,0.0
Roméo Lavia,BEL,MF,Southampton,Premier League,18,2004,24.7,41.0,1.66,31.0,2.0,3.0,1.0,3.0,1.0,3.0,0.12,1.0,0.0,0.0,0.0,1.0,1.0
Lázaro,BRA,GK,Almería,La Liga,20,2002,8.0,23.0,2.89,15.0,1.0,2.0,2.0,3.0,0.0,2.0,0.25,2.0,0.0,0.0,0.0,0.0,0.0
Valentino Lazaro,AUT,DF,Torino,Serie A,26,1996,15.3,51.0,3.34,33.0,14.0,2.0,2.0,0.0,0.0,4.0,0.26,3.0,1.0,0.0,0.0,0.0,0.0
Marko Lazetić,SRB,FW,Milan,Serie A,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darko Lazović,SRB,MF,Hellas Verona,Serie A,31,1990,24.9,67.0,2.69,46.0,11.0,5.0,2.0,0.0,3.0,5.0,0.2,3.0,2.0,0.0,0.0,0.0,0.0
Manuel Lazzari,ITA,DF,Lazio,Serie A,28,1993,20.9,29.0,1.39,24.0,1.0,1.0,0.0,2.0,1.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Théo Le Bris,FRA,MF,Lorient,Ligue 1,19,2002,16.1,25.0,1.55,21.0,1.0,2.0,1.0,0.0,0.0,6.0,0.37,4.0,0.0,2.0,0.0,0.0,0.0
Julien Le Cardinal,FRA,DF,Lens,Ligue 1,24,1997,1.8,7.0,3.82,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jérémy Le Douaron,FRA,FW,Brest,Ligue 1,24,1998,23.0,46.0,2.0,26.0,0.0,2.0,9.0,6.0,3.0,6.0,0.26,3.0,0.0,0.0,3.0,0.0,0.0
Enzo Le Fée,FRA,MF,Lorient,Ligue 1,22,2000,33.6,120.0,3.57,79.0,27.0,5.0,4.0,4.0,1.0,11.0,0.33,5.0,5.0,0.0,1.0,0.0,0.0
Vincent Le Goff,FRA,DF,Lorient,Ligue 1,32,1989,37.0,38.0,1.03,32.0,3.0,1.0,1.0,0.0,1.0,2.0,0.05,2.0,0.0,0.0,0.0,0.0,0.0
Maxime Le Marchand,FRA,DF,Strasbourg,Ligue 1,32,1989,22.4,19.0,0.85,13.0,1.0,2.0,0.0,1.0,2.0,3.0,0.13,1.0,0.0,0.0,0.0,1.0,1.0
Robin Le Normand,ESP,DF,Real Sociedad,La Liga,25,1996,31.1,15.0,0.48,13.0,0.0,0.0,2.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Rafael Leão,POR,FW,Milan,Serie A,23,1999,26.9,123.0,4.57,80.0,3.0,24.0,8.0,8.0,0.0,18.0,0.67,12.0,1.0,4.0,0.0,1.0,0.0
Paolo Lebas,POR,MF,Ajaccio,Ligue 1,19,2003,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jean-Louis Leca,FRA,GK,Lens,Ligue 1,36,1985,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Lecomte,FRA,GK,Espanyol,La Liga,31,1991,10.0,2.0,0.2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benjamin Lecomte,FRA,GK,Montpellier,Ligue 1,31,1991,19.0,5.0,0.26,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Jeremías Ledesma,ARG,GK,Cádiz,La Liga,29,1993,34.0,10.0,0.29,6.0,3.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
Pierre Lees-Melou,FRA,MF,Brest,Ligue 1,29,1993,30.7,56.0,1.82,42.0,2.0,2.0,6.0,1.0,3.0,7.0,0.23,5.0,0.0,0.0,1.0,0.0,1.0
Diogo Leite,POR,DF,Union Berlin,Bundesliga,23,1999,25.0,20.0,0.8,15.0,0.0,0.0,1.0,3.0,1.0,4.0,0.16,3.0,0.0,0.0,0.0,1.0,0.0
Maxim Leitsch,GER,DF,Mainz 05,Bundesliga,24,1998,7.4,5.0,0.68,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14,1.0,0.0,0.0,0.0,0.0,0.0
Florian Lejeune,FRA,DF,Rayo Vallecano,La Liga,31,1991,28.5,20.0,0.7,17.0,0.0,1.0,2.0,0.0,0.0,1.0,0.04,0.0,0.0,0.0,1.0,0.0,0.0
Iñigo Lekue,ESP,DF,Athletic Club,La Liga,29,1993,14.7,30.0,2.04,24.0,4.0,1.0,0.0,1.0,0.0,3.0,0.2,2.0,1.0,0.0,0.0,0.0,0.0
Thomas Lemar,FRA,MF,Atlético Madrid,La Liga,26,1995,13.9,45.0,3.23,33.0,5.0,3.0,1.0,1.0,2.0,7.0,0.5,4.0,0.0,1.0,1.0,0.0,1.0
Félix Lemaréchal,CIV,MF,Brest,Ligue 1,18,2003,3.2,12.0,3.75,10.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
